"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","701","Then I press the Hamburger icon","","Wed Jan 28 17:16:46 GMT 2026","passed","Wed Jan 28 17:16:47 GMT 2026","","MWE_RS_027- View Application Details: Version, Environment and Licenses","",""
"","269","Then I take a screenshot","","Wed Jan 28 18:26:04 GMT 2026","passed","Wed Jan 28 18:26:04 GMT 2026","","MWE_RS_023 - Clear Local Data of application: Clear Local Data of application","",""
"","4210","Then I click on ""USER 1"" button","","Thu Feb 05 18:18:14 GMT 2026","passed","Thu Feb 05 18:18:18 GMT 2026","","MWE_RS_057 - Capture Time For Other People: Capture Time For Other People","",""
"","830","When I click at ""first"" WO","","Thu Jan 29 17:30:48 GMT 2026","passed","Thu Jan 29 17:30:49 GMT 2026","","MWE_RS_011 - Complete an assigned Task: Complete an assigned Task on Work Order","",""
"","528","When I set Region select field","","Mon Feb 02 13:30:24 GMT 2026","passed","Mon Feb 02 13:30:24 GMT 2026","","MWE_RS_029 - Child Work Order: Child Work Order","",""
"","25003","Then I wait for page to load","","Thu Feb 05 18:42:51 GMT 2026","passed","Thu Feb 05 18:43:17 GMT 2026","","MWE_RS_059 - Return Work For Other People: Return Work For Other People","",""
"","25004","Then I wait for page to load","","Wed Jan 28 18:25:39 GMT 2026","passed","Wed Jan 28 18:26:04 GMT 2026","","MWE_RS_023 - Clear Local Data of application: Clear Local Data of application","",""
"","3550","Then I click on ""Coin Stuck In Slot"" button","","Thu Jan 29 20:15:09 GMT 2026","passed","Thu Jan 29 20:15:13 GMT 2026","","MWE_RS_013 - Add Failure Information to the current Work Order: Add Failure Information to the current Work Order","",""
"","1609","When I click on ""Reject"" button","","Thu Jan 29 16:03:45 GMT 2026","passed","Thu Jan 29 16:03:47 GMT 2026","","MWE_RS_012 - Change Location on Work Order: Change Location on Work Order","",""
"","2846","When I set ""helpless-pig-37"" into Environment Code input field","","Thu Jan 29 15:58:35 GMT 2026","passed","Thu Jan 29 15:58:38 GMT 2026","","MWE_RS_012 - Change Location on Work Order: Change Location on Work Order","",""
"","1386","Then I click on ""Clear Local Data"" button","","Wed Jan 28 18:25:06 GMT 2026","passed","Wed Jan 28 18:25:07 GMT 2026","","MWE_RS_023 - Clear Local Data of application: Clear Local Data of application","",""
"","26","And I switch to native view context","","Wed Jan 28 17:12:15 GMT 2026","passed","Wed Jan 28 17:12:15 GMT 2026","","MWE_RS_027- View Application Details: Version, Environment and Licenses","",""
"","1171","When I set Region as ""Europe""","","Mon Feb 02 11:48:26 GMT 2026","passed","Mon Feb 02 11:48:27 GMT 2026","","MWE_RS_038 - Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading: Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading","",""
"","1941","When I press ""TIME ENTRIES"" widget","","Thu Feb 05 18:18:32 GMT 2026","passed","Thu Feb 05 18:18:34 GMT 2026","","MWE_RS_057 - Capture Time For Other People: Capture Time For Other People","",""
"","1705","Then I click on ""PAUSE ICON"" button","","Thu Jan 29 17:32:16 GMT 2026","passed","Thu Jan 29 17:32:18 GMT 2026","","MWE_RS_011 - Complete an assigned Task: Complete an assigned Task on Work Order","",""
"","3504","Then I click on ""START ICON"" button","","Thu Jan 29 16:03:49 GMT 2026","passed","Thu Jan 29 16:03:52 GMT 2026","","MWE_RS_012 - Change Location on Work Order: Change Location on Work Order","",""
"","2436","Then I click on ""PAUSE WORK ORDER"" button","","Mon Feb 02 11:54:22 GMT 2026","passed","Mon Feb 02 11:54:24 GMT 2026","","MWE_RS_038 - Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading: Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading","",""
"","3117","Then I click on ""MORE ACTION ICON"" button","","Wed Feb 04 11:54:14 GMT 2026","passed","Wed Feb 04 11:54:17 GMT 2026","","MWE_RS_006 - Create Follow On Work Order Add To Backlog: Create Follow On Work Order Add To Backlog","",""
"","3633","Then I click on ""Add to backlog"" outcome and select ""Add to backlog""","","Wed Feb 04 11:54:45 GMT 2026","passed","Wed Feb 04 11:54:48 GMT 2026","","MWE_RS_006 - Create Follow On Work Order Add To Backlog: Create Follow On Work Order Add To Backlog","",""
"","2770","And I click on ""Sign In"" button","","Fri Jan 30 12:30:44 GMT 2026","passed","Fri Jan 30 12:30:46 GMT 2026","","MWE_RS_025 - Teams View for active users on Work Order: Teams View for Active Users on Work Order","",""
"","25004","Then I wait for page to load","","Thu Jan 29 20:16:00 GMT 2026","passed","Thu Jan 29 20:16:25 GMT 2026","","MWE_RS_013 - Add Failure Information to the current Work Order: Add Failure Information to the current Work Order","",""
"","2664","And I click on ""Sign In"" button","","Mon Feb 02 13:30:38 GMT 2026","passed","Mon Feb 02 13:30:40 GMT 2026","","MWE_RS_029 - Child Work Order: Child Work Order","",""
"","766","When I select the fifth item ""3000890"" from the search results","","Fri Jan 30 11:03:12 GMT 2026","passed","Fri Jan 30 11:03:13 GMT 2026","","MWE_RS_022 - Check out Materials and make Reservations: Checkout Materials and make Reservations","",""
"","786","When I set Region select field","","Thu Feb 05 18:37:15 GMT 2026","passed","Thu Feb 05 18:37:16 GMT 2026","","MWE_RS_059 - Return Work For Other People: Return Work For Other People","",""
"","2720","And I click on ""Sign In"" button","","Thu Jan 29 20:27:04 GMT 2026","passed","Thu Jan 29 20:27:06 GMT 2026","","MWE_RS_015 - Return an Assigned Work Order: Return an Assigned Work Order","",""
"","2894","When I set ""helpless-pig-37"" into Environment Code input field","","Fri Jan 30 13:59:57 GMT 2026","passed","Fri Jan 30 14:00:00 GMT 2026","","MWE_RS_026 - Sort By Filter in My Work List: Sort My Work List By Filter","",""
"","3618","Then I click on ""TEAM VIEW FILES ICON"" button","","Wed Feb 04 14:48:48 GMT 2026","passed","Wed Feb 04 14:48:52 GMT 2026","","MWE_RS_056 - Attach a Document to assigned Work Order and verify in Files tab: Attach a Document to assigned Work Order and verify in Files tab","",""
"","28","And I switch to native view context","","Mon Feb 02 12:58:52 GMT 2026","passed","Mon Feb 02 12:58:52 GMT 2026","","MWE_RS_021 - Asset Swap: Asset Swap","",""
"","2756","And I click on ""Sign In"" button","","Thu Jan 29 17:25:46 GMT 2026","passed","Thu Jan 29 17:25:48 GMT 2026","","MWE_RS_011 - Complete an assigned Task: Complete an assigned Task on Work Order","",""
"","25005","Then I wait for page to load","","Mon Feb 02 11:54:24 GMT 2026","passed","Mon Feb 02 11:54:49 GMT 2026","","MWE_RS_038 - Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading: Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading","",""
"","1549","When I click on ""Reject"" button","","Thu Feb 05 19:24:53 GMT 2026","passed","Thu Feb 05 19:24:54 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","1696","Given I am on the Init page","","Wed Jan 28 17:38:47 GMT 2026","passed","Wed Jan 28 17:38:49 GMT 2026","","MWE_RS_001 - Login and Logout from the Application: As a user, I can log into the secure area","",""
"","24684","And I set ""Summary"" value field to ""KAD MWE  1.13.0 TESTING""","","Thu Jan 29 21:44:41 GMT 2026","passed","Thu Jan 29 21:45:06 GMT 2026","","MWE_RS_032 - Complete a CM Work Order with Task Assigned: Complete a CM Work Order with Task Assigned","",""
"","2647","Then I click on ""ON HOLD"" button","","Thu Jan 29 17:32:20 GMT 2026","passed","Thu Jan 29 17:32:23 GMT 2026","","MWE_RS_011 - Complete an assigned Task: Complete an assigned Task on Work Order","",""
"","1033","Then I can connect to the Environment","","Thu Jan 29 12:05:12 GMT 2026","passed","Thu Jan 29 12:05:13 GMT 2026","","MWE_RS_002 - Start and Pause Work Order: Start and Pause Work Order","",""
"","834","Then I click on ""SEARCH BY PART CODE OR DESCRIPTION"" field","","Fri Jan 30 11:03:05 GMT 2026","passed","Fri Jan 30 11:03:06 GMT 2026","","MWE_RS_022 - Check out Materials and make Reservations: Checkout Materials and make Reservations","",""
"","2007","Then I click on ""PAUSE ICON"" button","","Thu Feb 05 19:28:30 GMT 2026","passed","Thu Feb 05 19:28:32 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","1002","Then I can connect to the Environment","","Thu Jan 29 18:44:36 GMT 2026","passed","Thu Jan 29 18:44:37 GMT 2026","","MWE_RS_010 - Fail an assigned Task: Fail an assigned Task on Work Order","",""
"","1847","Then I click on ""PAUSE ICON"" button","","Mon Feb 02 13:35:50 GMT 2026","passed","Mon Feb 02 13:35:52 GMT 2026","","MWE_RS_029 - Child Work Order: Child Work Order","",""
"","1427","Then The status of the work Order is in ""In Progress""","","Thu Jan 29 12:36:16 GMT 2026","passed","Thu Jan 29 12:36:18 GMT 2026","","MWE_RS_003 - Add Comment: Add Comment to Work Order","",""
"","28","And I switch to native view context","","Thu Jan 29 12:05:24 GMT 2026","passed","Thu Jan 29 12:05:24 GMT 2026","","MWE_RS_002 - Start and Pause Work Order: Start and Pause Work Order","",""
"","624","When I switch to the web view context","","Thu Jan 29 20:26:57 GMT 2026","passed","Thu Jan 29 20:26:58 GMT 2026","","MWE_RS_015 - Return an Assigned Work Order: Return an Assigned Work Order","",""
"","402","Then The Worklist page is open","","Thu Jan 29 12:10:38 GMT 2026","passed","Thu Jan 29 12:10:38 GMT 2026","","MWE_RS_002 - Start and Pause Work Order: Start and Pause Work Order","",""
"","1016","Then I click on ""SELECT OUTCOME"" option","","Thu Feb 05 19:28:34 GMT 2026","passed","Thu Feb 05 19:28:35 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","742","When I navigate to ""back""","","Mon Feb 02 11:54:13 GMT 2026","passed","Mon Feb 02 11:54:14 GMT 2026","","MWE_RS_038 - Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading: Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading","",""
"","1504","Then I click on ""START ICON"" button","","Thu Jan 29 17:30:49 GMT 2026","passed","Thu Jan 29 17:30:51 GMT 2026","","MWE_RS_011 - Complete an assigned Task: Complete an assigned Task on Work Order","",""
"","958","Then I can connect to the Environment","","Mon Feb 02 13:30:29 GMT 2026","passed","Mon Feb 02 13:30:30 GMT 2026","","MWE_RS_029 - Child Work Order: Child Work Order","",""
"","3069","Then I click on ""PAUSE WORK ORDER"" button","","Thu Jan 29 20:15:56 GMT 2026","passed","Thu Jan 29 20:16:00 GMT 2026","","MWE_RS_013 - Add Failure Information to the current Work Order: Add Failure Information to the current Work Order","",""
"","605","Then I press the Hamburger icon","","Wed Jan 28 18:25:05 GMT 2026","passed","Wed Jan 28 18:25:06 GMT 2026","","MWE_RS_023 - Clear Local Data of application: Clear Local Data of application","",""
"","25","And I switch to native view context","","Wed Jan 28 18:20:18 GMT 2026","passed","Wed Jan 28 18:20:18 GMT 2026","","MWE_RS_023 - Clear Local Data of application: Clear Local Data of application","",""
"","910","When I click at ""first"" WO","","Thu Feb 05 18:42:41 GMT 2026","passed","Thu Feb 05 18:42:42 GMT 2026","","MWE_RS_059 - Return Work For Other People: Return Work For Other People","",""
"","2780","Then I click on ""START WORK"" button","","Thu Jan 29 20:32:23 GMT 2026","passed","Thu Jan 29 20:32:25 GMT 2026","","MWE_RS_015 - Return an Assigned Work Order: Return an Assigned Work Order","",""
"","1739","Then signIn option shows up","","Thu Jan 29 21:38:28 GMT 2026","passed","Thu Jan 29 21:38:30 GMT 2026","","MWE_RS_032 - Complete a CM Work Order with Task Assigned: Complete a CM Work Order with Task Assigned","",""
"","235","Then I take a screenshot","","Wed Feb 04 11:55:43 GMT 2026","passed","Wed Feb 04 11:55:43 GMT 2026","","MWE_RS_006 - Create Follow On Work Order Add To Backlog: Create Follow On Work Order Add To Backlog","",""
"","942","When I press ""Tap to select Inbound Asset"" widget","","Mon Feb 02 13:04:34 GMT 2026","passed","Mon Feb 02 13:04:35 GMT 2026","","MWE_RS_021 - Asset Swap: Asset Swap","",""
"","2518","Then I click on ""HISTORY TAB"" button","","Tue Feb 03 16:31:56 GMT 2026","passed","Tue Feb 03 16:31:58 GMT 2026","","MWE_RS_006 - Create Follow On Work Order Add To Backlog: Create Follow On Work Order Add To Backlog","",""
"","1474","Then I click on ""SELECT OUTCOME"" option","","Wed Feb 04 11:55:49 GMT 2026","passed","Wed Feb 04 11:55:50 GMT 2026","","MWE_RS_006 - Create Follow On Work Order Add To Backlog: Create Follow On Work Order Add To Backlog","",""
"","3108","Then I click on ""UPDATE"" button","","Thu Jan 29 12:36:24 GMT 2026","passed","Thu Jan 29 12:36:27 GMT 2026","","MWE_RS_003 - Add Comment: Add Comment to Work Order","",""
"","2376","Then I click on ""PAUSE WORK ORDER"" button","","Thu Jan 29 12:37:26 GMT 2026","passed","Thu Jan 29 12:37:29 GMT 2026","","MWE_RS_003 - Add Comment: Add Comment to Work Order","",""
"","3518","Then I click on ""START ICON"" button","","Thu Jan 29 18:50:03 GMT 2026","passed","Thu Jan 29 18:50:07 GMT 2026","","MWE_RS_010 - Fail an assigned Task: Fail an assigned Task on Work Order","",""
"","1","hook:","","Thu Jan 29 17:32:50 GMT 2026","failed","Thu Jan 29 17:32:50 GMT 2026","","","",""
"","3190","Then I enter username as ""yinka.oludipe@keolisameydlr.co.uk""","","Fri Jan 30 14:00:03 GMT 2026","passed","Fri Jan 30 14:00:07 GMT 2026","","MWE_RS_026 - Sort By Filter in My Work List: Sort My Work List By Filter","",""
"","714","Given I am on the Init page","","Thu Jan 29 17:25:30 GMT 2026","passed","Thu Jan 29 17:25:30 GMT 2026","","MWE_RS_011 - Complete an assigned Task: Complete an assigned Task on Work Order","",""
"","1378","Then I navigate ""Work"" tab","","Thu Jan 29 20:14:34 GMT 2026","passed","Thu Jan 29 20:14:36 GMT 2026","","MWE_RS_013 - Add Failure Information to the current Work Order: Add Failure Information to the current Work Order","",""
"","1573","Then I click on ""PLUS"" button","","Fri Jan 30 11:03:17 GMT 2026","passed","Fri Jan 30 11:03:19 GMT 2026","","MWE_RS_022 - Check out Materials and make Reservations: Checkout Materials and make Reservations","",""
"","900","When I click at ""first"" WO","","Mon Feb 02 13:03:54 GMT 2026","passed","Mon Feb 02 13:03:55 GMT 2026","","MWE_RS_021 - Asset Swap: Asset Swap","",""
"","24200","And I set ""Details"" value field to ""KAD MWE  1.13.0 TESTING""","","Thu Jan 29 21:45:06 GMT 2026","passed","Thu Jan 29 21:45:30 GMT 2026","","MWE_RS_032 - Complete a CM Work Order with Task Assigned: Complete a CM Work Order with Task Assigned","",""
"","3720","Then I click on ""START ICON"" button","","Wed Feb 04 14:48:11 GMT 2026","passed","Wed Feb 04 14:48:14 GMT 2026","","MWE_RS_056 - Attach a Document to assigned Work Order and verify in Files tab: Attach a Document to assigned Work Order and verify in Files tab","",""
"","942","Then I click on ""SELECT OUTCOME"" option","","Thu Jan 29 17:48:31 GMT 2026","passed","Thu Jan 29 17:48:31 GMT 2026","","MWE_RS_017 - Add Manual Time Entry: Add Manual Time Entry","",""
"","2086","And I enter password as ""yo2026@@""","","Wed Jan 28 17:39:00 GMT 2026","passed","Wed Jan 28 17:39:02 GMT 2026","","MWE_RS_001 - Login and Logout from the Application: As a user, I can log into the secure area","",""
"","1371","When I set Region as ""Europe""","","Wed Jan 28 17:11:59 GMT 2026","passed","Wed Jan 28 17:12:00 GMT 2026","","MWE_RS_027- View Application Details: Version, Environment and Licenses","",""
"","1009","Then I click on ""SELECT OUTCOME"" option","","Fri Jan 30 12:36:14 GMT 2026","passed","Fri Jan 30 12:36:15 GMT 2026","","MWE_RS_025 - Teams View for active users on Work Order: Teams View for Active Users on Work Order","",""
"","1672","Then I click on ""CONFIRM"" button","","Fri Jan 30 11:03:19 GMT 2026","passed","Fri Jan 30 11:03:21 GMT 2026","","MWE_RS_022 - Check out Materials and make Reservations: Checkout Materials and make Reservations","",""
"","2963","When I set ""helpless-pig-37"" into Environment Code input field","","Thu Jan 29 18:44:33 GMT 2026","passed","Thu Jan 29 18:44:36 GMT 2026","","MWE_RS_010 - Fail an assigned Task: Fail an assigned Task on Work Order","",""
"","535","Given I am on the Init page","","Thu Jan 29 20:08:40 GMT 2026","passed","Thu Jan 29 20:08:40 GMT 2026","","MWE_RS_013 - Add Failure Information to the current Work Order: Add Failure Information to the current Work Order","",""
"","542","When I switch to the web view context","","Fri Jan 30 12:30:38 GMT 2026","passed","Fri Jan 30 12:30:38 GMT 2026","","MWE_RS_025 - Teams View for active users on Work Order: Teams View for Active Users on Work Order","",""
"","660","When I switch to the web view context","","Wed Jan 28 17:38:56 GMT 2026","passed","Wed Jan 28 17:38:57 GMT 2026","","MWE_RS_001 - Login and Logout from the Application: As a user, I can log into the secure area","",""
"","2475","Then I click on """" button","","Thu Jan 29 21:46:49 GMT 2026","passed","Thu Jan 29 21:46:51 GMT 2026","","MWE_RS_032 - Complete a CM Work Order with Task Assigned: Complete a CM Work Order with Task Assigned","",""
"","2749","And I click on ""Sign In"" button","","Wed Jan 28 17:12:12 GMT 2026","passed","Wed Jan 28 17:12:15 GMT 2026","","MWE_RS_027- View Application Details: Version, Environment and Licenses","",""
"","2706","Then I click on ""PAUSE ICON"" button","","Thu Jan 29 20:32:27 GMT 2026","passed","Thu Jan 29 20:32:30 GMT 2026","","MWE_RS_015 - Return an Assigned Work Order: Return an Assigned Work Order","",""
"","984","When I press ""TIME ENTRIES"" widget","","Thu Jan 29 17:48:14 GMT 2026","passed","Thu Jan 29 17:48:15 GMT 2026","","MWE_RS_017 - Add Manual Time Entry: Add Manual Time Entry","",""
"","2387","Then The status of the work Order is in ""In Progress""","","Wed Feb 04 14:48:18 GMT 2026","passed","Wed Feb 04 14:48:21 GMT 2026","","MWE_RS_056 - Attach a Document to assigned Work Order and verify in Files tab: Attach a Document to assigned Work Order and verify in Files tab","",""
"","2491","Then I click on ""COMPLETE WORK ORDER"" button","","Thu Feb 05 19:28:38 GMT 2026","passed","Thu Feb 05 19:28:40 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","1295","Then I click on ""RESERVE"" button","","Fri Jan 30 11:03:16 GMT 2026","passed","Fri Jan 30 11:03:17 GMT 2026","","MWE_RS_022 - Check out Materials and make Reservations: Checkout Materials and make Reservations","",""
"","966","When I click at ""first"" WO","","Mon Feb 02 11:53:38 GMT 2026","passed","Mon Feb 02 11:53:39 GMT 2026","","MWE_RS_038 - Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading: Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading","",""
"","881","When I click at ""first"" WO","","Fri Jan 30 12:35:34 GMT 2026","passed","Fri Jan 30 12:35:35 GMT 2026","","MWE_RS_025 - Teams View for active users on Work Order: Teams View for Active Users on Work Order","",""
"","2789","And I click on ""Sign In"" button","","Wed Feb 04 11:40:05 GMT 2026","passed","Wed Feb 04 11:40:08 GMT 2026","","MWE_RS_055 - Reset Application: Reset Application","",""
"","1755","Then I click on """" button","","Thu Feb 05 19:28:25 GMT 2026","passed","Thu Feb 05 19:28:26 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","2675","And I enter password as ""yo2026@@""","","Thu Jan 29 17:25:43 GMT 2026","passed","Thu Jan 29 17:25:46 GMT 2026","","MWE_RS_011 - Complete an assigned Task: Complete an assigned Task on Work Order","",""
"","420","Then The Worklist page is open","","Fri Jan 30 14:05:14 GMT 2026","passed","Fri Jan 30 14:05:14 GMT 2026","","MWE_RS_026 - Sort By Filter in My Work List: Sort My Work List By Filter","",""
"","322","Then The Worklist page is open","","Wed Jan 28 18:25:04 GMT 2026","passed","Wed Jan 28 18:25:05 GMT 2026","","MWE_RS_023 - Clear Local Data of application: Clear Local Data of application","",""
"","269","Then I take a screenshot","","Thu Feb 05 18:18:59 GMT 2026","passed","Thu Feb 05 18:18:59 GMT 2026","","MWE_RS_057 - Capture Time For Other People: Capture Time For Other People","",""
"","1033","Then I click on ""SELECT OUTCOME"" option","","Thu Jan 29 12:10:53 GMT 2026","passed","Thu Jan 29 12:10:54 GMT 2026","","MWE_RS_002 - Start and Pause Work Order: Start and Pause Work Order","",""
"","1826","Then WO page is ""Shown""","","Wed Feb 04 14:48:08 GMT 2026","passed","Wed Feb 04 14:48:10 GMT 2026","","MWE_RS_056 - Attach a Document to assigned Work Order and verify in Files tab: Attach a Document to assigned Work Order and verify in Files tab","",""
"","2485","And I click on ""Sign In"" button","","Wed Jan 28 17:39:02 GMT 2026","passed","Wed Jan 28 17:39:04 GMT 2026","","MWE_RS_001 - Login and Logout from the Application: As a user, I can log into the secure area","",""
"","2874","And I click on ""Sign In"" button","","Thu Jan 29 18:44:46 GMT 2026","passed","Thu Jan 29 18:44:49 GMT 2026","","MWE_RS_010 - Fail an assigned Task: Fail an assigned Task on Work Order","",""
"","3209","Then I enter username as ""yinka.oludipe@keolisameydlr.co.uk""","","Mon Feb 02 11:41:27 GMT 2026","passed","Mon Feb 02 11:41:30 GMT 2026","","MWE_RS_024 - User level Notifications: User level Notifications","",""
"","24499","And I set ""Summary"" value field to ""KAD MWE  1.13.0 TESTING""","","Thu Jan 29 21:55:22 GMT 2026","passed","Thu Jan 29 21:55:46 GMT 2026","","MWE_RS_036 - Complete a CM Work Order: Complete a CM Work Order","",""
"","335","Then The Worklist page is open","","Thu Jan 29 18:50:01 GMT 2026","passed","Thu Jan 29 18:50:01 GMT 2026","","MWE_RS_010 - Fail an assigned Task: Fail an assigned Task on Work Order","",""
"","2734","Then I click on ""START ICON"" button","","Wed Feb 04 11:54:06 GMT 2026","passed","Wed Feb 04 11:54:09 GMT 2026","","MWE_RS_006 - Create Follow On Work Order Add To Backlog: Create Follow On Work Order Add To Backlog","",""
"","2050","Then I click on ""PAUSE"" button","","Fri Jan 30 12:36:11 GMT 2026","passed","Fri Jan 30 12:36:14 GMT 2026","","MWE_RS_025 - Teams View for active users on Work Order: Teams View for Active Users on Work Order","",""
"","272131","And I see allow button","","Wed Jan 28 17:39:04 GMT 2026","passed","Wed Jan 28 17:43:36 GMT 2026","","MWE_RS_001 - Login and Logout from the Application: As a user, I can log into the secure area","",""
"","953","When I navigate to ""back""","","Thu Jan 29 17:49:02 GMT 2026","passed","Thu Jan 29 17:49:02 GMT 2026","","MWE_RS_017 - Add Manual Time Entry: Add Manual Time Entry","",""
"","381","Given I am on the Init page","","Wed Feb 04 11:48:43 GMT 2026","passed","Wed Feb 04 11:48:43 GMT 2026","","MWE_RS_006 - Create Follow On Work Order Add To Backlog: Create Follow On Work Order Add To Backlog","",""
